county,objectid,county_fips,geoid,total_vax,new_vax,total_population,percent_total,pop_18_up,pop_16_up,update_dts
Mecklenburg,667,119,37119006407,816,0,4007,28.4717376133985,2680,2866,2021-05-01
Mecklenburg,670,119,37119005846,1381,0,4046,44.8231093800714,2808,3081,2021-05-01
Mecklenburg,675,119,37119005616,302,0,1657,25.9896729776248,1125,1162,2021-05-01
Mecklenburg,676,119,37119005613,580,0,3260,22.5242718446602,2397,2575,2021-05-01
Mecklenburg,677,119,37119005840,636,0,2289,38.0610412926391,1571,1671,2021-05-01
Mecklenburg,681,119,37119000600,613,0,2962,25.3096614368291,2415,2422,2021-05-01
Mecklenburg,682,119,37119002400,1106,0,3484,36.5740740740741,2979,3024,2021-05-01
Mecklenburg,683,119,37119005609,261,0,3320,8.35467349551857,3093,3124,2021-05-01
Mecklenburg,684,119,37119005845,1350,0,4443,42.5062972292191,3034,3176,2021-05-01
Mecklenburg,689,119,37119002904,2419,0,6778,46.3943229766015,5073,5214,2021-05-01
Mecklenburg,690,119,37119001918,464,0,4450,12.5813449023861,3587,3688,2021-05-01
Mecklenburg,691,119,37119001921,349,0,3017,15.4767184035477,2176,2255,2021-05-01
Mecklenburg,700,119,37119002800,1651,0,4000,57.4061196105702,2759,2876,2021-05-01
Mecklenburg,701,119,37119001701,615,0,4434,18.6646433990895,3158,3295,2021-05-01
Mecklenburg,702,119,37119005829,436,0,2077,26.9302038295244,1611,1619,2021-05-01
Mecklenburg,705,119,37119005307,263,0,4184,8.55841197526847,3001,3073,2021-05-01
Mecklenburg,723,119,37119005827,353,0,2843,15.0212765957447,2320,2350,2021-05-01
Mecklenburg,724,119,37119005305,649,0,4279,18.302312464749,3405,3546,2021-05-01
Mecklenburg,725,119,37119005306,248,0,2135,13.8161559888579,1715,1795,2021-05-01
Mecklenburg,755,119,37119005604,259,0,5819,4.51298135563687,5716,5739,2021-05-01
Mecklenburg,768,119,37119001608,432,0,4442,13.1787675411836,3191,3278,2021-05-01
Mecklenburg,778,119,37119002600,437,0,1067,44.9588477366255,965,972,2021-05-01
Mecklenburg,788,119,37119004900,130,0,669,23.5081374321881,526,553,2021-05-01
Mecklenburg,800,119,37119980100,,,0,,0,0,2021-05-01
Mecklenburg,802,119,37119980300,,,28,,28,28,2021-05-01
Mecklenburg,804,119,37119005909,1893,0,10393,23.6005485600299,7644,8021,2021-05-01
Mecklenburg,805,119,37119006209,1026,0,5145,25.0978473581213,4044,4088,2021-05-01
Mecklenburg,806,119,37119005509,1555,0,6855,28.2573141922588,5458,5503,2021-05-01
Mecklenburg,816,119,37119002002,2393,0,6209,49.8853450072962,4725,4797,2021-05-01
Mecklenburg,817,119,37119001100,1034,0,2991,42.3596886521917,2437,2441,2021-05-01
Mecklenburg,818,119,37119005847,1680,0,4874,44.1756508019984,3684,3803,2021-05-01
Mecklenburg,819,119,37119006302,3354,0,8558,51.9195046439628,6248,6460,2021-05-01
Mecklenburg,820,119,37119006404,2429,0,6184,56.7258290518449,4086,4282,2021-05-01
Mecklenburg,829,119,37119001505,603,0,3581,22.1609702315325,2590,2721,2021-05-01
Mecklenburg,830,119,37119005912,1035,0,6821,18.8627665390924,5410,5487,2021-05-01
Mecklenburg,831,119,37119005823,3367,0,9214,48.9034132171387,6569,6885,2021-05-01
Mecklenburg,832,119,37119005812,1290,0,7032,22.2644114601312,5766,5794,2021-05-01
Mecklenburg,833,119,37119006010,1036,0,7342,17.9269769856377,5514,5779,2021-05-01
Mecklenburg,834,119,37119002003,1986,0,6164,39.1407173827355,4817,5074,2021-05-01
Mecklenburg,835,119,37119005508,1063,0,4156,31.3847062297018,3223,3387,2021-05-01
Mecklenburg,836,119,37119000800,554,0,2975,25.7554625755463,2104,2151,2021-05-01
Mecklenburg,837,119,37119005511,661,0,4292,18.9724454649828,3429,3484,2021-05-01
Mecklenburg,838,119,37119005614,1451,0,8460,22.7679271928448,6208,6373,2021-05-01
Mecklenburg,839,119,37119003012,1503,0,4590,42.9919908466819,3374,3496,2021-05-01
Mecklenburg,840,119,37119006204,2963,0,7828,44.9620637329287,6310,6590,2021-05-01
Mecklenburg,841,119,37119005844,2652,0,9246,39.3471810089021,6420,6740,2021-05-01
Mecklenburg,842,119,37119005911,2605,0,7181,45.8707518929389,5445,5679,2021-05-01
Mecklenburg,843,119,37119006303,1575,0,6270,33.5749307183969,4580,4691,2021-05-01
Mecklenburg,844,119,37119006304,1973,0,7047,37.9277201076509,4826,5202,2021-05-01
Mecklenburg,845,119,37119003300,1251,0,3538,39.0327613104524,3096,3205,2021-05-01
Mecklenburg,846,119,37119005917,1129,0,6281,21.8333011023013,5023,5171,2021-05-01
Mecklenburg,847,119,37119005516,461,0,2122,31.881051175657,1377,1446,2021-05-01
Mecklenburg,865,119,37119003016,1294,0,5164,34.8693074642953,3479,3711,2021-05-01
Mecklenburg,866,119,37119003102,1130,0,4444,29.7838692672641,3794,3794,2021-05-01
Mecklenburg,867,119,37119000700,470,0,1001,49.7881355932203,927,944,2021-05-01
Mecklenburg,868,119,37119000100,1747,0,5897,30.3035559410234,5765,5765,2021-05-01
Mecklenburg,869,119,37119006215,1244,0,5220,31.2405826217981,3829,3982,2021-05-01
Mecklenburg,870,119,37119005842,1870,0,6591,36.3389040031092,4992,5146,2021-05-01
Mecklenburg,871,119,37119005605,775,0,6529,13.318439594432,5771,5819,2021-05-01
Mecklenburg,904,119,37119003103,1599,0,4922,36.8688033202675,4269,4337,2021-05-01
Mecklenburg,905,119,37119005816,1412,0,4577,38.2448537378115,3571,3692,2021-05-01
Mecklenburg,906,119,37119001200,1379,0,5055,32.5696740670761,4168,4234,2021-05-01
Mecklenburg,908,119,37119005811,1498,0,4575,38.7982387982388,3819,3861,2021-05-01
Mecklenburg,909,119,37119006106,1003,0,5143,23.705979673836,4165,4231,2021-05-01
Mecklenburg,910,119,37119005521,1267,0,7195,20.9802947507866,5885,6039,2021-05-01
Mecklenburg,911,119,37119005519,1255,0,5333,30.3213336554723,3898,4139,2021-05-01
Mecklenburg,912,119,37119005711,2058,0,6175,38.5899118694918,5126,5333,2021-05-01
Mecklenburg,913,119,37119005714,1638,0,5562,36.8007189395641,4326,4451,2021-05-01
Mecklenburg,915,119,37119004500,406,0,2724,20.3406813627255,1867,1996,2021-05-01
Mecklenburg,916,119,37119005836,875,0,3638,30.5516759776536,2805,2864,2021-05-01
Mecklenburg,917,119,37119005837,1678,0,8125,27.5896086813548,5903,6082,2021-05-01
Mecklenburg,918,119,37119005908,620,0,1590,46.1309523809524,1310,1344,2021-05-01
Mecklenburg,919,119,37119001911,963,0,5920,19.5374315276932,4612,4929,2021-05-01
Mecklenburg,920,119,37119005517,1328,0,3971,42.8940568475452,3021,3096,2021-05-01
Mecklenburg,921,119,37119005520,1292,0,5003,35.4263778448039,3488,3647,2021-05-01
Mecklenburg,945,119,37119005918,870,0,4067,27.8578290105668,3004,3123,2021-05-01
Mecklenburg,946,119,37119006406,1400,0,6252,30.8437981934347,4270,4539,2021-05-01
Mecklenburg,948,119,37119005817,1378,0,4508,39.4277539341917,3355,3495,2021-05-01
Mecklenburg,987,119,37119000500,1111,0,5438,21.9478467009087,5062,5062,2021-05-01
Mecklenburg,988,119,37119003011,2749,0,6522,53.7333854573886,4979,5116,2021-05-01
Mecklenburg,989,119,37119003105,1364,0,3797,42.3470971747904,3152,3221,2021-05-01
Mecklenburg,990,119,37119003806,1188,0,9733,14.5267791636097,8102,8178,2021-05-01
Mecklenburg,991,119,37119003204,1322,0,3578,44.1992644600468,2982,2991,2021-05-01
Mecklenburg,993,119,37119003108,440,0,3735,15.7086754730453,2725,2801,2021-05-01
Mecklenburg,994,119,37119005824,743,0,4195,24.6107982775754,2937,3019,2021-05-01
Mecklenburg,995,119,37119005916,283,0,3029,12.6395712371594,2139,2239,2021-05-01
Mecklenburg,996,119,37119005914,1194,0,7685,20.3026696140112,5682,5881,2021-05-01
Mecklenburg,997,119,37119005907,1674,0,7055,32.8235294117647,4890,5100,2021-05-01
Mecklenburg,998,119,37119005906,1239,0,4898,33.2260659694288,3608,3729,2021-05-01
Mecklenburg,999,119,37119004100,1045,0,4106,28.6301369863014,3619,3650,2021-05-01
Mecklenburg,1000,119,37119001400,1021,0,3243,36.0522598870056,2822,2832,2021-05-01
Mecklenburg,1001,119,37119004305,834,0,6658,16.577221228384,4822,5031,2021-05-01
Mecklenburg,1002,119,37119006008,772,0,4314,22.1966647498562,3325,3478,2021-05-01
Mecklenburg,1005,119,37119005709,1104,0,4344,30.2051983584131,3614,3655,2021-05-01
Mecklenburg,1006,119,37119005514,1602,0,6751,28.0806310254163,5637,5705,2021-05-01
Mecklenburg,1007,119,37119005518,1096,0,5359,27.0017245627002,3892,4059,2021-05-01
Mecklenburg,1008,119,37119005522,689,0,4765,16.4674952198853,4104,4184,2021-05-01
Mecklenburg,1010,119,37119001912,705,0,8311,11.5801576872536,5897,6088,2021-05-01
Mecklenburg,1012,119,37119004000,623,0,4691,17.0498084291188,3613,3654,2021-05-01
Mecklenburg,1013,119,37119003700,781,0,3876,24.5211930926217,3148,3185,2021-05-01
Mecklenburg,1014,119,37119004400,617,0,4097,17.925624636839,3224,3442,2021-05-01
Mecklenburg,1015,119,37119005828,1329,0,3945,42.2172808132147,3006,3148,2021-05-01
Mecklenburg,1016,119,37119005834,1050,0,4929,28.3553875236295,3521,3703,2021-05-01
Mecklenburg,1017,119,37119005843,869,0,3218,36.2839248434238,2250,2395,2021-05-01
Mecklenburg,1022,119,37119003802,564,0,3543,21.1950394588501,2615,2661,2021-05-01
Mecklenburg,1023,119,37119006007,1520,0,8324,24.4137487953742,5832,6226,2021-05-01
Mecklenburg,1024,119,37119006213,2004,0,6749,40.5421808618248,4888,4943,2021-05-01
Mecklenburg,1025,119,37119006211,1749,0,6216,39.3830218419275,4251,4441,2021-05-01
Mecklenburg,1026,119,37119006210,1405,0,4498,41.6543136673584,3303,3373,2021-05-01
Mecklenburg,1031,119,37119001504,886,0,6940,17.4203696421549,4836,5086,2021-05-01
Mecklenburg,1032,119,37119001300,909,0,4084,25.5050505050505,3510,3564,2021-05-01
Mecklenburg,1099,119,37119005100,371,0,2247,20.0215866162979,1823,1853,2021-05-01
Mecklenburg,1100,119,37119000400,774,0,3490,22.6514486391572,3406,3417,2021-05-01
Mecklenburg,1101,119,37119003807,672,0,4826,19.3270060396894,3388,3477,2021-05-01
Mecklenburg,1102,119,37119003805,437,0,3196,16.0425844346549,2724,2724,2021-05-01
Mecklenburg,1103,119,37119001000,1243,0,3031,46.8879668049793,2596,2651,2021-05-01
Mecklenburg,1104,119,37119005913,1163,0,6559,21.3433657551844,5154,5449,2021-05-01
Mecklenburg,1105,119,37119006005,554,0,3380,22.6214781543487,2293,2449,2021-05-01
Mecklenburg,1106,119,37119004304,414,0,4737,12.8094059405941,3066,3232,2021-05-01
Mecklenburg,1107,119,37119006009,527,0,3984,17.6195252423938,2800,2991,2021-05-01
Mecklenburg,1108,119,37119006208,767,0,3190,28.780487804878,2599,2665,2021-05-01
Mecklenburg,1111,119,37119005712,1017,0,4268,29.4100636205899,3347,3458,2021-05-01
Mecklenburg,1112,119,37119006103,1128,0,3627,37.8904937856903,2820,2977,2021-05-01
Mecklenburg,1114,119,37119006105,574,0,3132,24.0267894516534,2256,2389,2021-05-01
Mecklenburg,1115,119,37119001603,1133,0,4366,30.8467193030221,3591,3673,2021-05-01
Mecklenburg,1116,119,37119005610,444,0,3043,17.4596932756587,2496,2543,2021-05-01
Mecklenburg,1117,119,37119005611,474,0,2914,20.6356116673923,2174,2297,2021-05-01
Mecklenburg,1118,119,37119003201,501,0,2829,22.7727272727273,2139,2200,2021-05-01
Mecklenburg,1119,119,37119005826,625,0,3106,24.7133254250692,2425,2529,2021-05-01
Mecklenburg,1120,119,37119005833,2249,0,5289,50.5620503597122,4323,4448,2021-05-01
Mecklenburg,1125,119,37119003106,908,0,4360,27.9384615384615,3090,3250,2021-05-01
Mecklenburg,1126,119,37119002300,283,0,3431,14.2211055276382,1842,1990,2021-05-01
Mecklenburg,1127,119,37119003013,1948,0,5054,47.9448683238986,4024,4063,2021-05-01
Mecklenburg,1128,119,37119001910,548,0,5917,11.9598428633784,4450,4582,2021-05-01
Mecklenburg,1129,119,37119005841,1856,0,6810,34.795650543682,5013,5334,2021-05-01
Mecklenburg,1130,119,37119006214,1056,0,4027,32.3727774371551,3125,3262,2021-05-01
Mecklenburg,1131,119,37119006403,2226,0,4985,51.8881118881119,4148,4290,2021-05-01
Mecklenburg,1137,119,37119002903,1698,0,4209,47.5230898404702,3487,3573,2021-05-01
Mecklenburg,1138,119,37119005915,398,0,2494,18.2820395039045,2163,2177,2021-05-01
Mecklenburg,1198,119,37119004800,596,0,3233,22.9054573405073,2537,2602,2021-05-01
Mecklenburg,1200,119,37119005403,656,0,4590,18.4269662921348,3443,3560,2021-05-01
Mecklenburg,1201,119,37119004600,509,0,2668,24.3191591017678,2085,2093,2021-05-01
Mecklenburg,1202,119,37119005715,613,0,2633,27.8130671506352,2090,2204,2021-05-01
Mecklenburg,1203,119,37119004200,349,0,3249,13.7890161991308,2486,2531,2021-05-01
Mecklenburg,1204,119,37119005401,1220,0,6183,24.4342078910475,4917,4993,2021-05-01
Mecklenburg,1225,119,37119003203,478,0,2579,21.1973392461197,2243,2255,2021-05-01
Mecklenburg,1226,119,37119003808,272,0,6353,6.12198964663516,4333,4443,2021-05-01
Mecklenburg,1227,119,37119003903,175,0,2211,14.6198830409357,1167,1197,2021-05-01
Mecklenburg,1275,119,37119000900,544,0,1825,34.3651295009476,1583,1583,2021-05-01
Mecklenburg,1280,119,37119005301,336,0,4247,10.9553309422889,2846,3067,2021-05-01
Mecklenburg,1301,119,37119980200,5,0,0,,0,0,2021-05-01
Mecklenburg,1302,119,37119004700,235,0,1789,15.210355987055,1521,1545,2021-05-01
Mitchell,741,121,37121950400,1008,0,4691,25.8130601792574,3755,3905,2021-05-01
Mitchell,762,121,37121950200,578,0,3601,18.9819376026273,2934,3045,2021-05-01
Mitchell,763,121,37121950100,316,0,2463,15.090735434575,2047,2094,2021-05-01
Mitchell,781,121,37121950300,641,0,4249,18.0512531681217,3458,3551,2021-05-01
Montgomery,186,123,37123960200,1369,0,7028,23.425735797399,5721,5844,2021-05-01
Montgomery,187,123,37123960402,572,0,2691,25.823927765237,2137,2215,2021-05-01
Montgomery,219,123,37123960100,975,0,6421,20.115535382711,4676,4847,2021-05-01
Montgomery,247,123,37123960300,902,0,3723,28.1698938163648,3177,3202,2021-05-01
Montgomery,272,123,37123960500,730,0,5069,19.671247642145,3485,3711,2021-05-01
Montgomery,290,123,37123960401,327,0,2320,15.8660844250364,1954,2061,2021-05-01
Moore,1305,125,37125951000,1796,0,5453,40.8925318761384,4235,4392,2021-05-01
Moore,1306,125,37125951100,2312,0,8854,33.687891592598,6646,6863,2021-05-01
Moore,1313,125,37125950602,3031,0,6956,52.6032627559875,5652,5762,2021-05-01
Moore,1353,125,37125950501,1244,0,6988,22.9308755760369,5317,5425,2021-05-01
Moore,1415,125,37125950200,1361,0,8237,20.222882615156,6310,6730,2021-05-01
Moore,1446,125,37125950502,2478,0,9026,37.1681415929204,6383,6667,2021-05-01
Moore,1447,125,37125950301,1250,0,6555,22.9399889888053,5230,5449,2021-05-01
Moore,1448,125,37125950601,2211,0,3831,65.6083086053413,3331,3370,2021-05-01
Moore,1449,125,37125950802,1993,0,3717,60.7066707279927,3228,3283,2021-05-01
Moore,1547,125,37125950900,764,0,2528,33.1166016471608,2280,2307,2021-05-01
Moore,1548,125,37125951200,1001,0,5267,25.561797752809,3858,3916,2021-05-01
Moore,1549,125,37125950302,1326,0,5014,32.4443356985564,4025,4087,2021-05-01
Moore,1550,125,37125950801,1879,0,5440,44.1701927597555,4165,4254,2021-05-01
Moore,1551,125,37125950702,1611,0,2773,64.6728221597752,2449,2491,2021-05-01
Moore,1552,125,37125950701,2406,0,5019,57.1225071225071,4162,4212,2021-05-01
Moore,1623,125,37125950100,596,0,3042,23.716673298846,2464,2513,2021-05-01
Moore,1697,125,37125950402,1048,0,5016,27.1713767176562,3728,3857,2021-05-01
Moore,1722,125,37125950401,1134,0,3578,36.0687022900763,3064,3144,2021-05-01
Nash,310,127,37127011200,1276,0,6502,25.4894127047543,4915,5006,2021-05-01
Nash,311,127,37127010800,1786,0,7411,28.6080410059266,5923,6243,2021-05-01
Nash,312,127,37127010504,1623,0,5530,39.8379970544919,4020,4074,2021-05-01
Nash,319,127,37127010300,1376,0,5843,28.4121412347718,4621,4843,2021-05-01
Nash,341,127,37127011500,1050,0,7001,20.2468183571153,4795,5186,2021-05-01
Nash,342,127,37127010502,1866,0,7005,32.0288362512873,5720,5826,2021-05-01
Nash,366,127,37127011400,803,0,3880,26.7132401862941,2954,3006,2021-05-01
Nash,385,127,37127011000,933,0,4902,23.4245543560131,3813,3983,2021-05-01
Nash,537,127,37127010700,606,0,2948,26.7786124613345,2190,2263,2021-05-01
Nash,538,127,37127011101,1480,0,6501,28.1851075985527,5070,5251,2021-05-01
Nash,539,127,37127010601,580,0,2682,28.7128712871287,1942,2020,2021-05-01
Nash,649,127,37127010503,922,0,2557,42.4103035878565,2108,2174,2021-05-01
Nash,650,127,37127010602,1097,0,6209,21.1002115791498,4979,5199,2021-05-01
Nash,718,127,37127011300,1008,0,5170,25.6815286624204,3773,3925,2021-05-01
Nash,719,127,37127010900,993,0,5511,20.8876735380732,4565,4754,2021-05-01
Nash,720,127,37127010200,675,0,4146,19.4974003466204,3399,3462,2021-05-01
Nash,721,127,37127011102,1633,0,7448,26.2455801992928,6123,6222,2021-05-01
Nash,771,127,37127010400,453,0,2784,19.4420600858369,2238,2330,2021-05-01
New Hanover,1325,129,37129011603,2025,0,7842,30.3234501347709,6570,6678,2021-05-01
New Hanover,1326,129,37129012101,2920,0,9161,38.3856973839884,7466,7607,2021-05-01
New Hanover,1327,129,37129012001,2503,0,7344,43.8507358093903,5550,5708,2021-05-01
New Hanover,1335,129,37129012009,2753,0,7819,46.3858466722831,5619,5935,2021-05-01
New Hanover,1351,129,37129010100,650,0,2400,34.3370311674591,1824,1893,2021-05-01
New Hanover,1388,129,37129011500,2154,0,7863,31.6997792494481,6719,6795,2021-05-01
New Hanover,1389,129,37129010502,1663,0,9303,21.5163669297451,7567,7729,2021-05-01
New Hanover,1402,129,37129010300,1294,0,6506,25.3775250049029,4975,5099,2021-05-01
New Hanover,1409,129,37129012007,1902,0,4887,43.4842249657064,4296,4374,2021-05-01
New Hanover,1410,129,37129012104,2315,0,6567,44.2469418960245,5119,5232,2021-05-01
New Hanover,1427,129,37129011100,575,0,2656,29.2620865139949,1833,1965,2021-05-01
New Hanover,1438,129,37129011400,468,0,1715,33.3096085409253,1358,1405,2021-05-01
New Hanover,1488,129,37129012201,960,0,2920,37.2815533980583,2498,2575,2021-05-01
New Hanover,1513,129,37129010600,1986,0,4216,53.574318856218,3632,3707,2021-05-01
New Hanover,1537,129,37129011000,555,0,2353,31.0750279955207,1742,1786,2021-05-01
New Hanover,1604,129,37129010800,432,0,2653,21.4498510427011,1984,2014,2021-05-01
New Hanover,1605,129,37129010900,635,0,2270,32.3814380418154,1882,1961,2021-05-01
New Hanover,1606,129,37129010501,718,0,4072,19.9777406789093,3594,3594,2021-05-01
New Hanover,1607,129,37129011701,1891,0,4895,44.3064667291471,4206,4268,2021-05-01
New Hanover,1613,129,37129010200,1118,0,3370,40.9224011713031,2583,2732,2021-05-01
New Hanover,1615,129,37129011705,3312,0,9669,42.6639185881747,7453,7763,2021-05-01
New Hanover,1620,129,37129012006,1531,0,4413,41.7735334242838,3539,3665,2021-05-01
New Hanover,1671,129,37129011902,1372,0,5809,26.817826426896,5048,5116,2021-05-01
New Hanover,1675,129,37129010400,1127,0,3206,44.6336633663366,2454,2525,2021-05-01
New Hanover,1676,129,37129010700,1046,0,4579,28.2855597620335,3626,3698,2021-05-01
New Hanover,1679,129,37129011300,837,0,1852,47.9656160458453,1739,1745,2021-05-01
New Hanover,1680,129,37129011703,2450,0,4499,63.6363636363636,3755,3850,2021-05-01
New Hanover,1681,129,37129011903,1534,0,9353,16.7888803764912,9117,9137,2021-05-01
New Hanover,1682,129,37129011904,1385,0,2929,53.0448104174646,2605,2611,2021-05-01
New Hanover,1688,129,37129011606,1127,0,4715,26.9552738579287,4005,4181,2021-05-01
New Hanover,1758,129,37129012004,1572,0,3633,53.0722484807562,2891,2962,2021-05-01
New Hanover,1768,129,37129011200,756,0,2378,37.7622377622378,1991,2002,2021-05-01
New Hanover,1771,129,37129011800,904,0,2599,39.5277656318321,2258,2287,2021-05-01
New Hanover,1800,129,37129990100,,,0,,0,0,2021-05-01
New Hanover,1805,129,37129980100,,,0,,0,0,2021-05-01
New Hanover,1807,129,37129012105,3950,0,12015,40.1137402254494,9453,9847,2021-05-01
New Hanover,1834,129,37129011607,3145,0,12839,30.2928144866114,10171,10382,2021-05-01
New Hanover,1835,129,37129012008,1791,0,6091,35.1452119309262,4948,5096,2021-05-01
New Hanover,1840,129,37129012300,3818,0,8928,51.2552020405424,7111,7449,2021-05-01
New Hanover,1851,129,37129012202,1185,0,3345,41.2748171368861,2841,2871,2021-05-01
New Hanover,1889,129,37129012010,1766,0,5356,41.2424100887436,4076,4282,2021-05-01
New Hanover,1958,129,37129011605,1097,0,5575,24.6960828455651,4422,4442,2021-05-01
New Hanover,1971,129,37129011608,1778,0,6549,33.2212257100149,5135,5352,2021-05-01
New Hanover,2041,129,37129012103,1754,0,4670,46.5993623804463,3698,3764,2021-05-01
New Hanover,2176,129,37129012203,863,0,2124,44.4158517756047,1910,1943,2021-05-01
Northampton,955,131,37131920402,614,0,1334,50.327868852459,1196,1220,2021-05-01
Northampton,1214,131,37131920200,790,0,3742,25.4674403610574,3021,3102,2021-05-01
Northampton,1215,131,37131920401,733,0,4405,20.0987112695366,3584,3647,2021-05-01
Northampton,1254,131,37131920300,1089,0,6073,20.6719817767654,5108,5268,2021-05-01
Northampton,1296,131,37131920100,1141,0,4392,32.2043465989275,3500,3543,2021-05-01
Onslow,1819,133,37133001200,1676,0,11757,19.0541155070487,8579,8796,2021-05-01
